DISEASE|MEAL_TYPE|MEAL_NAME|INGREDIENTS|FOOD_TYPE|CUISINE
Hypertension|Snacks|Cucumber Slices|cucumber,lemon,no salt|Vegan|Pakistani
Hypertension|Snacks|Chia Water|chia seeds,water,lemon|Vegan|Pakistani
Hypertension|Snacks|Sprout Chaat (low salt)|moong sprouts,tomato,lemon|Vegan|Pakistani
Hypertension|Snacks|Greek Yogurt with Banana|yogurt,banana,no sugar|Vegetarian|Pakistani
Hypertension|Snacks|Carrot Juice|carrot,water,ginger|Vegan|Pakistani
Hypertension|Snacks|Methi Seeds Water|methi seeds,water|Vegan|Pakistani
Hypertension|Snacks|Tomato Soup (no salt)|tomato,garlic,herbs|Vegan|Pakistani
Hypertension|Snacks|Palak Soup|spinach,garlic,water|Vegan|Pakistani
Hypertension|Snacks|Psyllium Husk Water|psyllium husk,water,lemon|Vegan|Pakistani
Hypertension|Snacks|Roasted Pumpkin Seeds (no salt)|pumpkin seeds|Vegan|Pakistani
Hypertension|Snacks|Sattu Drink (no salt)|sattu,water,lemon|Vegan|Pakistani
Hypertension|Snacks|Mixed Seeds|flaxseeds,pumpkin seeds,sunflower seeds|Vegan|Pakistani
Hypertension|Snacks|Herbal Tea|tulsi,ginger,water,honey|Vegan|Pakistani
Hypertension|Snacks|Celery Sticks|celery,lemon|Vegan|Pakistani
Hypertension|Snacks|Dahi (plain low fat)|low fat yogurt|Vegetarian|Pakistani
Hypertension|Snacks|Bran Crackers (no salt)|wheat bran crackers|Vegan|Pakistani
Hypertension|Snacks|Apple with Cinnamon|apple,cinnamon|Vegan|Pakistani
Hypertension|Snacks|Ajwain Water|ajwain,warm water|Vegan|Pakistani
Hypertension|Snacks|Watermelon Juice|watermelon,water|Vegan|Pakistani
Hypertension|Snacks|Oat Biscuits (no salt)|oats,honey|Vegan|Pakistani
Hypertension|Snacks|Chickpea Chaat (low salt)|chickpeas,tomato,onion,lemon|Vegan|Pakistani
Hypertension|Snacks|Lentil Soup Cup|masoor,water,garlic|Vegan|Pakistani
Hypertension|Snacks|Steamed Moong|moong dal,lemon|Vegan|Pakistani
Fatty Liver|Breakfast|Daliya Porridge|daliya,water,milk,no sugar|Vegetarian|Pakistani
Fatty Liver|Breakfast|Oatmeal with Apple|oats,apple,cinnamon,water|Vegan|Pakistani
Fatty Liver|Breakfast|Besan Chilla (low oil)|besan,onion,tomato,minimal oil|Vegetarian|Pakistani
Fatty Liver|Breakfast|Moong Dal Cheela|moong dal,onion,coriander,minimal oil|Vegan|Pakistani
Fatty Liver|Breakfast|Palak Paratha (low oil)|spinach,wheat flour,minimal oil|Vegan|Pakistani
Fatty Liver|Breakfast|Whole Wheat Roti with Sabzi|wheat roti,vegetables,minimal oil|Vegan|Pakistani
Fatty Liver|Breakfast|Egg White Omelette|egg white,capsicum,onion,salt|Non-Vegetarian|Pakistani
Fatty Liver|Breakfast|Sprout Salad|moong sprouts,tomato,cucumber,lemon|Vegan|Pakistani
Fatty Liver|Breakfast|Greek Yogurt with Oats|low fat yogurt,oats,flaxseeds|Vegetarian|Pakistani
Fatty Liver|Breakfast|Brown Rice Khichdi|brown rice,moong dal,turmeric|Vegan|Pakistani
Fatty Liver|Breakfast|Lauki Juice|lauki,water,ginger,lemon|Vegan|Pakistani
Fatty Liver|Breakfast|Avocado Toast|brown bread,avocado,lemon,no salt|Vegan|Pakistani
Fatty Liver|Breakfast|Chia Pudding|chia seeds,almond milk,no sugar|Vegan|Pakistani
Fatty Liver|Breakfast|Flaxseed Smoothie|flaxseeds,banana,almond milk|Vegan|Pakistani
Fatty Liver|Breakfast|Dahi with Flaxseeds|low fat yogurt,flaxseeds|Vegetarian|Pakistani
Fatty Liver|Breakfast|Methi Paratha (low oil)|methi,wheat flour,minimal oil|Vegan|Pakistani
Fatty Liver|Breakfast|Sattu Drink|sattu,water,lemon,salt|Vegan|Pakistani
Fatty Liver|Breakfast|Coconut Water|coconut water|Vegan|Pakistani
Fatty Liver|Breakfast|Namkeen Daliya (low oil)|daliya,vegetables,cumin,minimal oil|Vegan|Pakistani
Fatty Liver|Breakfast|Bran Porridge|oat bran,water,apple|Vegan|Pakistani
Fatty Liver|Breakfast|Almond Butter Toast|brown bread,almond butter|Vegan|Pakistani
Fatty Liver|Breakfast|Spinach Smoothie|spinach,banana,almond milk|Vegan|Pakistani
Fatty Liver|Breakfast|Carrot Ginger Juice|carrot,ginger,water,lemon|Vegan|Pakistani
Fatty Liver|Breakfast|Boiled Egg|egg,herbs,salt|Non-Vegetarian|Pakistani
Fatty Liver|Breakfast|Mixed Seeds Yogurt|low fat yogurt,flaxseeds,pumpkin seeds|Vegetarian|Pakistani
Fatty Liver|Breakfast|Walnut Smoothie|walnuts,banana,almond milk|Vegan|Pakistani
Fatty Liver|Breakfast|Psyllium Husk Drink|psyllium husk,water,lemon|Vegan|Pakistani
Fatty Liver|Breakfast|Ragi Roti with Dal|ragi flour,moong dal|Vegan|Pakistani
Fatty Liver|Breakfast|Chickpea Cheela|chickpea flour,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Breakfast|Green Tea with Brown Toast|green tea,ginger,brown bread|Vegan|Pakistani
Fatty Liver|Lunch|Masoor Dal (low oil)|masoor dal,garlic,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Lunch|Grilled Fish|fish,lemon,garlic,spices,minimal oil|Non-Vegetarian|Pakistani
Fatty Liver|Lunch|Chana Dal (low oil)|chana dal,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Lunch|Moong Dal Soup|moong dal,garlic,cumin,water|Vegan|Pakistani
Fatty Liver|Lunch|Baingan Bharta (low oil)|baingan,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Lunch|Lobia Curry|black eyed peas,onion,tomato,spices|Vegan|Pakistani
Fatty Liver|Lunch|Grilled Chicken Breast|chicken,lemon,garlic,spices,no oil|Non-Vegetarian|Pakistani
Fatty Liver|Lunch|Palak Paneer (low fat)|spinach,low fat paneer,spices|Vegetarian|Pakistani
Fatty Liver|Lunch|Chickpea Curry|chickpeas,onion,tomato,spices|Vegan|Pakistani
Fatty Liver|Lunch|Brown Rice Pulao|brown rice,vegetables,cumin|Vegan|Pakistani
Fatty Liver|Lunch|Bhindi Curry (low oil)|bhindi,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Lunch|Mixed Vegetable Curry|mixed vegetables,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Lunch|Rajma Curry|kidney beans,onion,tomato,spices|Vegan|Pakistani
Fatty Liver|Lunch|Lauki Dal|lauki,dal,tomato,spices|Vegan|Pakistani
Fatty Liver|Lunch|Fish Curry (low oil)|fish,tomato,onion,herbs,minimal oil|Non-Vegetarian|Pakistani
Fatty Liver|Lunch|Turai Sabzi|turai,onion,tomato,spices|Vegan|Pakistani
Fatty Liver|Lunch|Saag with Roti|saag,wheat roti,minimal butter|Vegetarian|Pakistani
Fatty Liver|Lunch|Daal Mash (low oil)|urad dal,garlic,minimal oil|Vegan|Pakistani
Fatty Liver|Lunch|Egg White Curry|egg white,onion,tomato,spices|Non-Vegetarian|Pakistani
Fatty Liver|Lunch|Karela Sabzi|karela,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Lunch|Palak Dal|spinach,dal,garlic,tomato|Vegan|Pakistani
Fatty Liver|Lunch|Lentil Soup|mixed lentils,garlic,cumin,tomato|Vegan|Pakistani
Fatty Liver|Lunch|Sindhi Kadhi|vegetables,chickpea flour,tamarind|Vegan|Pakistani
Fatty Liver|Lunch|Steamed Fish with Salad|fish,lemon,cucumber,tomato|Non-Vegetarian|Pakistani
Fatty Liver|Lunch|Arvi Curry (low oil)|arvi,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Lunch|Chicken Yakhni|chicken,ginger,garlic,water,spices|Non-Vegetarian|Pakistani
Fatty Liver|Lunch|Pumpkin Curry|pumpkin,onion,tomato,spices|Vegan|Pakistani
Fatty Liver|Lunch|Turkey Curry (low fat)|turkey,onion,tomato,herbs|Non-Vegetarian|Pakistani
Fatty Liver|Lunch|Vegetable Khichdi|rice,mixed vegetables,turmeric,minimal oil|Vegan|Pakistani
Fatty Liver|Lunch|Methi Sabzi|methi,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Dinner|Grilled Fish|fish,lemon,garlic,herbs,minimal oil|Non-Vegetarian|Pakistani
Fatty Liver|Dinner|Moong Dal Khichdi|moong dal,rice,turmeric,salt|Vegan|Pakistani
Fatty Liver|Dinner|Chicken Saag (low oil)|chicken,spinach,onion,herbs,minimal oil|Non-Vegetarian|Pakistani
Fatty Liver|Dinner|Masoor Soup|masoor,tomato,garlic,minimal oil|Vegan|Pakistani
Fatty Liver|Dinner|Palak Paneer (low fat)|spinach,low fat paneer,spices|Vegetarian|Pakistani
Fatty Liver|Dinner|Bhindi Sabzi (low oil)|bhindi,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Dinner|Chana Dal with Roti|chana dal,wheat roti,minimal oil|Vegan|Pakistani
Fatty Liver|Dinner|Steamed Chicken|chicken,ginger,garlic,herbs|Non-Vegetarian|Pakistani
Fatty Liver|Dinner|Lauki Sabzi|lauki,onion,tomato,spices|Vegan|Pakistani
Fatty Liver|Dinner|Baingan Bharta (low oil)|baingan,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Dinner|Mixed Vegetable Soup|mixed vegetables,garlic,herbs|Vegan|Pakistani
Fatty Liver|Dinner|Lentil Soup|mixed lentils,garlic,cumin,tomato|Vegan|Pakistani
Fatty Liver|Dinner|Daal Mash with Roti|urad dal,wheat roti,minimal oil|Vegan|Pakistani
Fatty Liver|Dinner|Grilled Tuna|tuna,lemon,garlic,herbs|Non-Vegetarian|Pakistani
Fatty Liver|Dinner|Arvi Sabzi (low oil)|arvi,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Dinner|Aloo Methi (less oil)|potato,methi,minimal oil|Vegan|Pakistani
Fatty Liver|Dinner|Chicken Shorba|chicken,ginger,garlic,water,herbs|Non-Vegetarian|Pakistani
Fatty Liver|Dinner|Saag with Makki Roti|saag,makki roti,minimal butter|Vegetarian|Pakistani
Fatty Liver|Dinner|Egg White Bhurji|egg white,onion,tomato,herbs|Non-Vegetarian|Pakistani
Fatty Liver|Dinner|Karela Sabzi|karela,onion,tomato,minimal oil|Vegan|Pakistani
Fatty Liver|Dinner|Stuffed Capsicum (baked)|capsicum,low fat paneer,herbs|Vegetarian|Pakistani
Fatty Liver|Dinner|Fish Curry (low oil)|fish,tomato,onion,herbs,minimal oil|Non-Vegetarian|Pakistani
Fatty Liver|Dinner|Lauki Kofta (baked)|lauki,besan,herbs|Vegetarian|Pakistani
Fatty Liver|Dinner|Rajma Curry|kidney beans,onion,tomato,spices|Vegan|Pakistani
Fatty Liver|Dinner|Chickpea Curry|chickpeas,onion,tomato,spices|Vegan|Pakistani
Fatty Liver|Dinner|Palak Dal|spinach,dal,garlic,tomato|Vegan|Pakistani
Fatty Liver|Dinner|Spinach Soup|spinach,garlic,water,herbs|Vegan|Pakistani
Fatty Liver|Dinner|Turkey Saag|turkey,spinach,onion,herbs,minimal oil|Non-Vegetarian|Pakistani
Fatty Liver|Dinner|Vegetable Khichdi|rice,mixed vegetables,turmeric,minimal oil|Vegan|Pakistani
Fatty Liver|Snacks|Lauki Juice|lauki,water,lemon|Vegan|Pakistani
Fatty Liver|Snacks|Flaxseed Drink|flaxseeds,water,lemon|Vegan|Pakistani
Fatty Liver|Snacks|Roasted Chana (no oil)|chana,salt,cumin|Vegan|Pakistani
Fatty Liver|Snacks|Walnuts|walnuts|Vegan|Pakistani
Fatty Liver|Snacks|Green Tea|green tea,lemon|Vegan|Pakistani
Fatty Liver|Snacks|Sprout Chaat|moong sprouts,tomato,lemon|Vegan|Pakistani
Fatty Liver|Snacks|Chia Water|chia seeds,water,lemon|Vegan|Pakistani
Fatty Liver|Snacks|Cucumber Slices|cucumber,lemon,salt|Vegan|Pakistani
Fatty Liver|Snacks|Coconut Water|coconut water|Vegan|Pakistani
Fatty Liver|Snacks|Greek Yogurt (low fat)|low fat yogurt|Vegetarian|Pakistani
Fatty Liver|Snacks|Carrot Juice|carrot,water,ginger|Vegan|Pakistani
Fatty Liver|Snacks|Methi Seeds Water|methi seeds,water|Vegan|Pakistani
Fatty Liver|Snacks|Tomato Soup (no oil)|tomato,garlic,herbs|Vegan|Pakistani
Fatty Liver|Snacks|Palak Soup|spinach,garlic,water|Vegan|Pakistani
Fatty Liver|Snacks|Psyllium Husk Water|psyllium husk,water,lemon|Vegan|Pakistani
Fatty Liver|Snacks|Roasted Pumpkin Seeds|pumpkin seeds,salt|Vegan|Pakistani
Fatty Liver|Snacks|Sattu Drink|sattu,water,lemon|Vegan|Pakistani
Fatty Liver|Snacks|Mixed Seeds|flaxseeds,pumpkin seeds,sunflower seeds|Vegan|Pakistani
Fatty Liver|Snacks|Herbal Tea|tulsi,ginger,water,honey|Vegan|Pakistani
Fatty Liver|Snacks|Apple with Cinnamon|apple,cinnamon|Vegan|Pakistani
Fatty Liver|Snacks|Ajwain Water|ajwain,warm water|Vegan|Pakistani
Fatty Liver|Snacks|Bran Crackers|wheat bran crackers,no oil|Vegan|Pakistani
Fatty Liver|Snacks|Chickpea Chaat (low oil)|chickpeas,tomato,onion,lemon|Vegan|Pakistani
Fatty Liver|Snacks|Lentil Soup Cup|masoor,water,garlic|Vegan|Pakistani
Fatty Liver|Snacks|Dahi (low fat)|low fat yogurt,cucumber,mint|Vegetarian|Pakistani
Fatty Liver|Snacks|Steamed Moong|moong dal,lemon|Vegan|Pakistani
Fatty Liver|Snacks|Oat Biscuits (no sugar)|oats,honey|Vegan|Pakistani
Fatty Liver|Snacks|Almonds|almonds|Vegan|Pakistani
Fatty Liver|Snacks|Watermelon Juice|watermelon,water|Vegan|Pakistani
Fatty Liver|Snacks|Celery Sticks with Hummus|celery,hummus|Vegan|Pakistani
Diabetes|Dinner|Pumpkin Curry|pumpkin,onion,tomato,spices|Vegan|Pakistani
Diabetes|Dinner|Methi Matar Soup|methi,peas,water,spices|Vegan|Pakistani
Fatty Liver|Dinner|Pumpkin Curry (low oil)|pumpkin,onion,tomato,minimal oil|Vegan|Pakistani
